link,lat,lon,location_flag
https://precondo.ca/esplanade-cartier-condos-phase-3/,45.5238964,-73.5498826,1
https://precondo.ca/stirlyng-condos-on-peel/,45.5009492,-73.5752962,1
https://precondo.ca/kingsley-square-condos/,44.04936,-79.50501,1
https://precondo.ca/gemini-condos/,43.44839,-79.68758,1
https://precondo.ca/the-aristocrat-condos/,43.4483924,-79.6686412,1
https://precondo.ca/oakpointe-condos/,43.49377,-79.71335,1
https://precondo.ca/the-greenwich-condos/,43.4937993,-79.728124,1
https://precondo.ca/berkshire-residences/,43.4374955,-79.6785947,1
https://precondo.ca/the-villages-of-oak-park-condos/,43.48405,-79.72385,1
https://precondo.ca/160-trafalgar-condos/,43.44853,-79.66888,1
https://precondo.ca/clockwork-condos/,43.4537227,-79.756347,1
https://precondo.ca/uptown-oakville-towns/,43.47802,-79.70672,1
https://precondo.ca/oakvillage-community/,43.4897288,-79.7182091,1
https://precondo.ca/the-branch-condos/,43.4335635,-79.7739297,1
https://precondo.ca/distrikt-trailside-condos/,43.4681076,-79.7418151,1
https://precondo.ca/oak-co-condos/,43.4866304,-79.7203828,1
https://precondo.ca/oakbrook-towns/,43.4911879,-79.7452017,1
https://precondo.ca/the-post-condos/,43.490729,-79.7164063,1
https://precondo.ca/the-residences-at-bronte-lakeside/,43.39473,-79.71106,1
https://precondo.ca/shore-club-towns/,43.3989287,-79.7068073,1
https://precondo.ca/the-deane-condos/,43.44133,-79.6794,1
https://precondo.ca/oakville-ravine-towns/,43.45376,-79.69377,1
https://precondo.ca/west-ridge-trailside-homes/,44.602928,-79.4626062,1
https://precondo.ca/sunshine-harbour-townhomes/,44.6123396,-79.4151091,1
https://precondo.ca/the-uplands-luxury-townhomes/,43.907469,-78.8042312,1
https://precondo.ca/willow-towns-homes/,43.9184511,-78.7700964,1
https://precondo.ca/mondria-1-condos/,43.89782,-78.8635,1
https://precondo.ca/charing-cross-condominiums/,43.96411,-78.88754,1
https://precondo.ca/u-c-tower-condos/,43.9665907,-78.9043264,1
https://precondo.ca/meadow-towns/,43.91604,-78.8167,1
https://precondo.ca/nouvelle-towns/,43.9261322,-78.876977,1
https://precondo.ca/the-grand-at-universal-city-condos/,43.8308779,-79.0793275,1
https://precondo.ca/1515-pickering-parkway-condos/,43.8357274,-79.0795974,1
https://precondo.ca/citywalk-towns/,43.84366,-79.07224,1
https://precondo.ca/forest-district-towns/,43.8352427,-79.1473129,1
https://precondo.ca/nutowns/,43.87376,-79.08653,1
https://precondo.ca/woodlands-altona-forest/,43.83469,-79.14355,1
https://precondo.ca/metropolitan-towns/,43.8095492,-79.1299118,1
https://precondo.ca/pickering-city-centre-condos/,43.8340039,-79.0882919,1
https://precondo.ca/the-highmark/,43.8458619,-79.078355,1
https://precondo.ca/vupoint-condos/,43.83232,-79.09122,1
https://precondo.ca/aviva-condos/,45.464591,-73.8362714,1
https://precondo.ca/32lakeshore-condos/,45.448195,-73.7877512,1
https://precondo.ca/seville-west-1-condominiums/,45.4568,-73.82874,1
https://precondo.ca/rise-rose/,43.8940392,-79.4439736,1
https://precondo.ca/north-on-bayview-condos/,43.89365,-79.41981,1
https://precondo.ca/ivylea-towns/,43.9164,-79.39902,1
https://precondo.ca/2151-kingston-road-condos/,43.7013043,-79.2543021,1
https://precondo.ca/the-residences-at-bluffers-park/,43.7197219,-79.2397785,1
https://precondo.ca/2340-kingston-road-condos/,43.7069683,-79.251271,1
https://precondo.ca/birchley-park-condos/,43.68875,-79.28689,1
https://precondo.ca/fieldhouse-condos/,43.7817952,-79.1751008,1
https://precondo.ca/me3-condos/,43.7762009,-79.2312918,1
https://precondo.ca/the-manderley-condos/,43.6886889,-79.2698173,1
https://precondo.ca/1161-kingston-road-condos/,43.68177,-79.27982,1
https://precondo.ca/merge-condos/,43.7031214,-79.2527948,1
https://precondo.ca/four-me-condos/,43.7761614,-79.23123749999999,1
https://precondo.ca/royal-tuscan-masterpiece-townhomes/,43.1678699,-79.2715864,1
https://precondo.ca/lot-16-towns/,43.156155,-79.2316781,1
https://precondo.ca/the-harbour-club/,43.1999003,-79.2657251,1
https://precondo.ca/st-kitts-urban-towns/,43.1455399,-79.21711,1
https://precondo.ca/legacy-on-vine/,43.1824758,-79.2299903,1
https://precondo.ca/hillside-homes/,43.3704135,-80.9889915,1
https://precondo.ca/knightsbridge-homes/,43.3907728,-80.9666396,1
https://precondo.ca/jac-condos/,43.6615804,-79.3767268,1
https://precondo.ca/bellwoods-house/,43.64282,-79.41183,1
https://precondo.ca/prestige-condos-pinnacle-one-yonge/,43.6429251,-79.3741862,1
https://precondo.ca/200-queens-quay-condos/,43.6403378,-79.3821922,1
https://precondo.ca/yonge-city-square-residences/,43.7441571,-79.4075914,1
https://precondo.ca/lsq-condos/,43.7746184,-79.3264296,1
https://precondo.ca/the-hill-residences/,43.6867341,-79.3937883,1
https://precondo.ca/reside-on-richmond-condos/,43.6463319,-79.4038722,1
https://precondo.ca/galleria-mall-condos/,43.6676544,-79.4420834,1
https://precondo.ca/southport-square-condos/,43.6381583,-79.4733023,1
https://precondo.ca/craft-residences/,43.6657825,-79.4765846,1
https://precondo.ca/8-temple-condos/,43.6365196,-79.4267364,1
https://precondo.ca/60-queen-street-east-condos/,43.65335,-79.37564,1
https://precondo.ca/the-dupont-condos/,43.67098,-79.42757,1
https://precondo.ca/240-adelaide-street-west-condos/,43.64845,-79.38855,1
https://precondo.ca/717-church-street-condos/,43.67237,-79.38547,1
https://precondo.ca/6080-yonge-street-condos/,43.7908837,-79.4187579,1
https://precondo.ca/83-river-street-condos/,43.6599042,-79.35739,1
